type,elevation_ft,iata_code
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,40,NA
heliport,98,NA
heliport,3,NA
heliport,NA,NA
small_airport,NA,NA
heliport,23,NA
heliport,649,NA
heliport,616,NA
heliport,3172,NA
small_airport,NA,NA
heliport,1233,NA
heliport,3887,NA
heliport,2690,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,2061,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,2011,NA
small_airport,NA,NA
balloonport,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,2755,NA
heliport,NA,NA
heliport,3356,NA
heliport,1378,NA
heliport,2085,NA
small_airport,NA,NA
heliport,1030,NA
heliport,700,NA
heliport,1190,NA
heliport,1356,NA
heliport,2836,NA
heliport,408,NA
closed,NA,NA
small_airport,NA,NA
closed,705,NA
closed,1772,NA
closed,26,NA
closed,3353,NA
closed,1424,NA
closed,35,NA
closed,2672,NA
closed,44,NA
closed,1297,NA
small_airport,1033,NA
small_airport,NA,NA
medium_airport,308,NA
small_airport,68,NA
medium_airport,191,RNB
heliport,352,NA
small_airport,105,NA
medium_airport,230,NA
small_airport,30,NA
small_airport,415,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,588,NA
small_airport,NA,NA
large_airport,506,GOT
small_airport,NA,NA
small_airport,NA,NA
medium_airport,741,JKG
small_airport,785,NA
small_airport,200,LDK
small_airport,NA,NA
small_airport,259,NA
small_airport,318,NA
medium_airport,59,GSE
medium_airport,324,KVB
small_airport,115,NA
medium_airport,137,THN
small_airport,NA,NA
small_airport,5,NA
small_airport,NA,NA
heliport,134,NA
small_airport,308,NA
medium_airport,181,NA
small_airport,75,NA
small_airport,NA,NA
small_airport,770,NA
small_airport,NA,NA
small_airport,NA,NA
medium_airport,407,KSK
medium_airport,634,MXX
medium_airport,140,NYO
small_airport,NA,NA
medium_airport,1608,SCR
small_airport,129,NA
small_airport,NA,NA
small_airport,237,NA
small_airport,115,NA
small_airport,720,NA
small_airport,296,NA
small_airport,378,NA
small_airport,538,NA
small_airport,21,NA
small_airport,118,NA
small_airport,276,NA
medium_airport,76,KID
small_airport,194,NA
small_airport,96,OSK
small_airport,507,NA
medium_airport,17,KLR
medium_airport,236,MMX
medium_airport,101,HAD
small_airport,480,NA
small_airport,556,NA
medium_airport,610,VXO
small_airport,540,NA
small_airport,27,NA
small_airport,1119,NA
small_airport,423,NA
small_airport,1460,NA
small_airport,1178,EVG
small_airport,NA,NA
medium_airport,1027,GEV
small_airport,904,NA
medium_airport,34,KRF
medium_airport,705,LYC
small_airport,1236,NA
medium_airport,16,SDL
medium_airport,354,OER
small_airport,43,NA
medium_airport,1508,KRN
small_airport,683,NA
medium_airport,157,SFT
medium_airport,24,UME
medium_airport,1140,VHM
medium_airport,1245,AJR
medium_airport,88,SOO
medium_airport,1233,OSD
medium_airport,188,ORB
small_airport,474,HFS
medium_airport,352,KSD
small_airport,210,NA
medium_airport,21,VST
medium_airport,65,LLA
small_airport,597,NA
small_airport,33,NA
heliport,NA,NA
large_airport,137,ARN
medium_airport,47,BMA
small_airport,NA,NA
medium_airport,503,BLE
small_airport,20,NA
small_airport,366,HLF
small_airport,900,NA
small_airport,NA,NA
small_airport,NA,NA
medium_airport,224,GVX
medium_airport,172,LPI
small_airport,NA,NA
small_airport,39,NA
medium_airport,32,NRK
medium_airport,393,TYF
medium_airport,139,EKT
medium_airport,164,VBY
small_airport,118,VVK
small_airport,33,NA
small_airport,46,NA
medium_airport,68,AGH
small_airport,10,NA
medium_airport,140,NA
small_airport,12,NA
small_airport,NA,NA
medium_airport,915,SQO
small_airport,1480,IDB
small_airport,NA,NA
small_airport,NA,NA
small_airport,310,NA
small_airport,446,NA
small_airport,1549,NA
small_airport,500,NA
small_airport,200,NA
small_airport,1640,NA
small_airport,542,PJA
small_airport,NA,NA
small_airport,NA,NA
small_airport,1503,HMV
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,69,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,148,NA
small_airport,NA,NA
small_airport,23,NA
small_airport,611,NA
closed,5500,NA
small_airport,1403,NA
small_airport,NA,NA
closed,NA,NA
heliport,NA,NA
small_airport,2047,NA
small_airport,630,NA
small_airport,1243,NA
closed,6117,NA
closed,4180,NA
closed,4200,NA
closed,3550,NA
closed,6560,NA
small_airport,1383,GLC
small_airport,6207,SHC
heliport,2362,NA
heliport,1432,NA
medium_airport,1197,SPM
medium_airport,776,RMS
heliport,NA,NA
heliport,950,NA
small_airport,2425,NA
medium_airport,230,NA
medium_airport,129,NA
small_airport,129,NA
medium_airport,565,FRZ
heliport,522,NA
medium_airport,1766,NA
small_airport,597,NA
medium_airport,1536,NA
small_airport,1268,NA
medium_airport,245,NA
medium_airport,1363,NA
medium_airport,1455,NA
heliport,1079,ILH
small_airport,689,KZG
heliport,1176,NA
heliport,1136,NA
heliport,271,NA
medium_airport,74,FCN
medium_airport,128,NA
medium_airport,296,GKE
medium_airport,39,NA
medium_airport,138,RLG
medium_airport,386,NA
medium_airport,70,WBG
medium_airport,26,NA
medium_airport,187,NA
heliport,738,NA
small_airport,1353,NA
small_airport,309,NA
medium_airport,461,WIE
medium_airport,1568,NA
medium_airport,265,NA
medium_airport,1202,IGS
medium_airport,1822,NA
medium_airport,1249,NA
small_airport,1253,NA
small_airport,NA,NA
small_airport,8,NA
small_airport,211,NA
heliport,7,NA
small_airport,200,NA
heliport,NA,NA
small_airport,75,NA
heliport,46,NA
medium_airport,289,NA
medium_airport,16,LPX
heliport,NA,NA
small_airport,64,NA
large_airport,36,RIX
small_airport,3,NA
heliport,141,NA
medium_airport,220,NA
small_airport,NA,NA
small_airport,19,VNT
seaplane_base,0,EXI
small_airport,269,NA
small_airport,190,NA
small_airport,302,NA
small_airport,NA,NA
small_airport,NA,NA
medium_airport,256,KUN
medium_airport,171,NA
small_airport,59,NA
small_airport,246,NA
small_airport,259,NA
small_airport,171,NA
small_airport,259,NA
small_airport,240,NA
small_airport,650,NA
small_airport,259,NA
small_airport,6,NA
heliport,NA,NA
medium_airport,33,PLQ
heliport,NA,NA
small_airport,171,NA
small_airport,171,NA
medium_airport,197,PNV
small_airport,200,NA
small_airport,522,NA
small_airport,459,NA
small_airport,180,NA
medium_airport,443,SQQ
medium_airport,270,NA
small_airport,259,NA
small_airport,59,NA
small_airport,410,NA
small_airport,620,NA
large_airport,648,VNO
small_airport,541,NA
small_airport,400,NA
small_airport,541,NA
small_airport,1346,NA
small_airport,20,NA
small_airport,1470,RGR
small_airport,2120,NA
seaplane_base,140,NA
small_airport,715,NA
small_airport,1067,NA
small_airport,118,NA
heliport,127,NA
heliport,13,NA
heliport,35,NA
seaplane_base,NA,NA
heliport,76,NA
seaplane_base,66,NA
small_airport,139,NA
small_airport,200,NA
small_airport,150,NA
heliport,334,NA
seaplane_base,0,NA
heliport,152,NA
heliport,252,NA
seaplane_base,53,NA
small_airport,18,NA
heliport,21,NA
heliport,10,NA
heliport,12,NA
heliport,12,NA
heliport,100,NA
small_airport,9,NA
small_airport,95,NA
small_airport,200,NA
heliport,26,NA
small_airport,65,NA
small_airport,65,NA
small_airport,83,NA
heliport,25,NA
heliport,14,NA
small_airport,9,NA
small_airport,46,NA
small_airport,9,NA
small_airport,100,NA
small_airport,30,NA
heliport,20,NA
small_airport,118,NA
small_airport,4,NA
small_airport,18,NA
heliport,125,NA
heliport,7,NA
heliport,110,NA
small_airport,102,NA
small_airport,82,NA
small_airport,15,NA
heliport,154,NA
heliport,125,NA
small_airport,4,NA
small_airport,105,NA
heliport,143,NA
heliport,82,NA
heliport,18,NA
small_airport,115,NA
heliport,25,NA
small_airport,145,NA
small_airport,75,NA
heliport,15,NA
small_airport,14,NA
heliport,60,NA
small_airport,8,NA
seaplane_base,130,NA
small_airport,12,NA
heliport,54,NA
seaplane_base,58,NA
heliport,13,NA
small_airport,10,NA
small_airport,80,NA
seaplane_base,3,NA
small_airport,71,NA
heliport,25,NA
small_airport,83,NA
small_airport,133,NA
heliport,10,NA
heliport,92,NA
seaplane_base,63,NA
heliport,68,NA
heliport,32,NA
heliport,24,NA
heliport,7,NA
small_airport,300,NA
medium_airport,98,ALJ
small_airport,2461,NA
small_airport,30,NA
medium_airport,2648,AGZ
small_airport,2600,ADY
small_airport,4310,NA
small_airport,4405,NA
small_airport,525,NA
small_airport,5476,NA
small_airport,5300,NA
small_airport,4734,NA
medium_airport,1950,BIY
small_airport,5940,NA
small_airport,1347,NA
small_airport,6250,NA
small_airport,1050,NA
medium_airport,4457,BFN
small_airport,5561,NA
small_airport,4236,NA
small_airport,3450,NA
medium_airport,2250,NA
small_airport,3756,NA
small_airport,4630,NA
small_airport,4400,UTE
small_airport,2999,NA
small_airport,2941,NA
small_airport,4518,NA
small_airport,2740,NA
small_airport,4995,NA
small_airport,4639,NA
small_airport,1289,ASS
small_airport,3110,CDO
small_airport,1519,NA
small_airport,131,NA
small_airport,936,NA
small_airport,1893,NA
small_airport,532,NA
small_airport,3978,NA
small_airport,5420,NA
small_airport,4160,NA
small_airport,5000,NA
large_airport,151,CPT
small_airport,3250,NA
small_airport,416,NA
small_airport,3959,NA
small_airport,266,NA
small_airport,4154,NA
small_airport,3652,NA
small_airport,NA,NA
small_airport,4219,NA
small_airport,5075,NA
small_airport,5200,NA
small_airport,4317,NA
small_airport,210,DUK
small_airport,4469,NA
small_airport,4084,NA
small_airport,3399,NA
small_airport,847,NA
small_airport,160,PZL
small_airport,1626,NA
small_airport,6041,NA
small_airport,5460,NA
small_airport,220,NA
small_airport,4037,NA
small_airport,5948,NA
small_airport,4262,NA
small_airport,4509,NA
small_airport,2299,NA
medium_airport,435,ELS
small_airport,251,EMG
small_airport,3890,NA
medium_airport,5700,NA
small_airport,2799,ELL
small_airport,1601,NA
small_airport,5028,NA
medium_airport,5315,FCB
small_airport,5176,NA
small_airport,3248,NA
small_airport,1581,NA
small_airport,4180,NA
small_airport,4841,NA
small_airport,3819,NA
small_airport,2600,NA
medium_airport,5325,GCJ
medium_airport,648,GRJ
small_airport,3500,NA
small_airport,1584,GIY
small_airport,3199,NA
small_airport,3051,NA
medium_airport,5483,QRA
small_airport,1200,NA
small_airport,2604,NA
small_airport,2135,NA
small_airport,1650,NA
small_airport,1823,NA
small_airport,3531,NA
small_airport,4399,NA
small_airport,3740,NA
small_airport,3619,NA
small_airport,345,NA
small_airport,5171,NA
small_airport,1709,NA
small_airport,5089,NA
small_airport,89,NA
small_airport,3159,NA
small_airport,2890,NA
small_airport,4055,NA
small_airport,249,HLW
small_airport,5200,NA
small_airport,4131,NA
medium_airport,5585,HRS
small_airport,1743,HDS
small_airport,1801,NA
small_airport,4701,NA
small_airport,4176,NA
small_airport,2665,NA
small_airport,2530,NA
small_airport,313,NA
small_airport,2100,NA
small_airport,4167,NA
small_airport,1850,NA
small_airport,4714,NA
small_airport,2007,NA
small_airport,1430,NA
small_airport,140,NA
medium_airport,4444,KXE
small_airport,222,NA
small_airport,10,NA
small_airport,5289,NA
small_airport,2723,NA
small_airport,147,NA
small_airport,2322,NA
small_airport,5262,NA
medium_airport,3950,KIM
medium_airport,2829,MQP
small_airport,2178,NA
small_airport,541,KOF
small_airport,5499,NA
small_airport,4700,NA
small_airport,4619,NA
medium_airport,4382,KMH
small_airport,3996,NA
small_airport,1050,NA
small_airport,172,NA
medium_airport,270,KLZ
medium_airport,4517,HLA
small_airport,5180,NA
medium_airport,4900,LMR
small_airport,1300,LDZ
large_airport,295,DUR
small_airport,2997,NA
small_airport,4500,NA
small_airport,4875,NA
small_airport,1831,LUJ
small_airport,4882,NA
small_airport,3069,NA
small_airport,3025,LCD
small_airport,3897,NA
small_airport,1450,NA
small_airport,196,NA
medium_airport,108,SDB
medium_airport,3548,LAY
small_airport,4762,NA
small_airport,4886,NA
small_airport,4022,NA
medium_airport,1124,AAM
small_airport,3348,NA
medium_airport,495,MGH
small_airport,1904,MEZ
small_airport,2980,NA
small_airport,5600,NA
small_airport,4201,NA
small_airport,4383,NA
medium_airport,4181,MBD
small_airport,1153,LLE
small_airport,531,MZY
small_airport,2116,NA
small_airport,4106,NA
medium_airport,4251,NA
small_airport,5254,NA
medium_airport,400,MZQ
small_airport,195,NA
small_airport,971,NA
small_airport,2548,NA
small_airport,2596,NA
medium_airport,4074,NCS
small_airport,3357,NGL
small_airport,2490,NA
small_airport,5038,NA
small_airport,2875,NLP
small_airport,1890,NA
small_airport,3900,NA
small_airport,52,OVG
small_airport,1340,NA
small_airport,4216,NA
medium_airport,1063,OUH
small_airport,5102,NA
small_airport,1098,NA
small_airport,128,NA
large_airport,5558,JNB
small_airport,4860,NA
small_airport,4265,NA
small_airport,275,AFD
small_airport,2001,NA
small_airport,3241,NA
medium_airport,226,PLZ
small_airport,4423,NA
medium_airport,465,PBZ
medium_airport,1432,PHW
medium_airport,4354,NA
medium_airport,1227,JOH
small_airport,3100,PRK
small_airport,942,NA
medium_airport,2423,PZB
small_airport,3412,NTY
small_airport,3802,NA
medium_airport,4076,PTG
small_airport,1500,NA
medium_airport,4520,PCF
small_airport,4301,NA
small_airport,596,NA
small_airport,4116,NA
small_airport,5472,NA
small_airport,15,NA
small_airport,4740,NA
small_airport,748,NA
small_airport,3817,NA
medium_airport,3637,UTW
small_airport,5460,NA
medium_airport,109,RCB
small_airport,591,NA
medium_airport,3700,NA
small_airport,4715,RVO
small_airport,4731,NA
small_airport,3811,NA
medium_airport,640,ROD
small_airport,5331,NA
medium_airport,2690,SBU
medium_airport,5250,ZEC
medium_airport,50,NA
small_airport,1276,GSS
small_airport,4373,NA
small_airport,295,NA
small_airport,5340,NA
small_airport,4700,NA
medium_airport,4780,NA
small_airport,5247,NA
small_airport,4400,NA
small_airport,4849,NA
small_airport,5200,NA
medium_airport,3848,SIS
small_airport,2349,NA
small_airport,5151,NA
small_airport,4692,NA
small_airport,407,NA
medium_airport,1020,SZK
small_airport,5198,NA
small_airport,1900,NA
small_airport,4360,NA
small_airport,3200,NA
small_airport,2021,THY
small_airport,3225,NA
small_airport,2675,NA
small_airport,4941,TCU
small_airport,4547,NA
small_airport,114,NA
small_airport,5313,NA
small_airport,3921,NA
medium_airport,1914,LTA
small_airport,5057,NA
small_airport,3512,NA
small_airport,4580,NA
small_airport,289,NA
medium_airport,1720,ULD
medium_airport,2782,UTN
small_airport,4101,NA
small_airport,1263,ULX
medium_airport,2400,UTT
small_airport,3340,NA
medium_airport,3920,VRU
small_airport,5499,NA
small_airport,4917,NA
small_airport,4360,NA
medium_airport,20,VIR
small_airport,4304,NA
small_airport,2333,NA
small_airport,4861,NA
medium_airport,330,VRE
small_airport,3245,NA
small_airport,5610,NA
medium_airport,4846,NA
small_airport,4124,NA
small_airport,3799,VYD
small_airport,3655,NA
medium_airport,4095,PRY
small_airport,673,NA
small_airport,4513,NA
small_airport,3609,NA
small_airport,5078,NA
medium_airport,4940,WKF
small_airport,3484,NA
small_airport,4421,WEL
small_airport,399,NA
small_airport,2608,NA
small_airport,4755,NA
small_airport,89,NA
small_airport,4301,NA
small_airport,3000,NA
small_airport,2932,NA
medium_airport,52,NA
small_airport,13,NA
small_airport,4754,NA
small_airport,4258,NA
small_airport,3170,NA
small_airport,3395,NA
small_airport,2815,NA
small_airport,3113,NA
small_airport,3155,NA
small_airport,3158,NA
small_airport,3140,NA
small_airport,3185,NA
medium_airport,3283,FRW
small_airport,3165,NA
small_airport,4250,NA
small_airport,3177,NA
small_airport,3340,NA
small_airport,3495,NA
small_airport,3220,NA
small_airport,3050,NA
small_airport,3055,NA
small_airport,3730,GNZ
small_airport,3195,NA
small_airport,3185,NA
small_airport,3175,NA
small_airport,3000,NA
medium_airport,3900,JWA
small_airport,3645,NA
small_airport,3150,NA
medium_airport,3289,BBK
small_airport,3520,NA
small_airport,3135,NA
small_airport,3140,NA
small_airport,3100,NA
small_airport,3000,KHW
small_airport,3125,NA
small_airport,4199,NA
small_airport,2460,NA
small_airport,3823,LOQ
small_airport,2900,NA
medium_airport,3093,MUB
small_airport,4155,NA
small_airport,3155,NA
small_airport,3145,NA
small_airport,2690,NA
small_airport,3140,NA
small_airport,3245,NA
small_airport,3810,NA
small_airport,3500,NA
small_airport,3194,NA
small_airport,3100,ORP
small_airport,3505,NA
small_airport,3000,QPH
small_airport,3085,NA
large_airport,3299,GBE
small_airport,3105,NA
medium_airport,2985,SXN
medium_airport,2925,PKW
small_airport,3150,SVT
small_airport,3379,SWX
small_airport,3288,NA
small_airport,1772,TLD
small_airport,3145,NA
small_airport,3750,NA
small_airport,3179,TBY
small_airport,3185,NA
small_airport,3655,NA
small_airport,3100,NA
small_airport,NA,NA
small_airport,3170,NA
small_airport,3150,NA
small_airport,984,NA
medium_airport,1048,BZV
small_airport,2595,DJM
small_airport,1460,KNJ
small_airport,2756,LCO
small_airport,1670,MUY
small_airport,1115,NA
small_airport,1883,SIB
small_airport,656,NA
small_airport,1148,NA
small_airport,541,NKY
small_airport,1870,ANJ
small_airport,509,NA
small_airport,2149,NA
small_airport,2133,NA
small_airport,650,NA
small_airport,820,NA
small_airport,919,NA
small_airport,902,NA
small_airport,886,NA
small_airport,1519,MSX
small_airport,906,NA
small_airport,1772,NA
small_airport,1535,NA
small_airport,558,NA
small_airport,2152,NA
small_airport,1640,NA
small_airport,1247,BOE
medium_airport,1073,OLL
small_airport,1503,EWO
small_airport,1509,GMM
small_airport,1050,ION
small_airport,1526,KEE
small_airport,1293,MKJ
medium_airport,1214,FTX
small_airport,1722,SOE
small_airport,1168,BTB
medium_airport,1158,OUE
small_airport,495,KMK
small_airport,1312,NA
small_airport,1198,NA
small_airport,427,NA
small_airport,328,NA
small_airport,98,NA
medium_airport,1079,DIS
small_airport,39,NA
small_airport,1686,NA
medium_airport,55,PNR
small_airport,295,NA
heliport,7,NA
small_airport,80,NA
small_airport,200,NA
small_airport,86,NA
heliport,9,NA
heliport,70,NA
heliport,57,NA
small_airport,23,NA
small_airport,75,NA
heliport,8,NA
seaplane_base,80,NA
small_airport,140,NA
small_airport,19,NA
small_airport,75,NA
heliport,6,NA
heliport,279,NA
heliport,18,NA
small_airport,50,NA
small_airport,159,NA
small_airport,26,NA
small_airport,25,NA
small_airport,180,NA
small_airport,120,NA
heliport,157,NA
small_airport,75,NA
small_airport,23,NA
small_airport,20,NA
small_airport,115,NA
heliport,6,NA
small_airport,102,NA
heliport,113,NA
small_airport,80,NA
small_airport,19,NA
small_airport,19,NA
heliport,105,NA
small_airport,90,NA
small_airport,63,NA
heliport,47,NA
seaplane_base,78,NA
heliport,14,NA
small_airport,24,NA
small_airport,70,NA
small_airport,45,NA
small_airport,4,NA
heliport,70,NA
small_airport,70,NA
small_airport,260,NA
heliport,55,NA
small_airport,18,NA
heliport,25,NA
heliport,214,NA
small_airport,104,NA
heliport,125,NA
small_airport,110,NA
heliport,9,NA
heliport,116,NA
heliport,11,NA
heliport,12,NA
seaplane_base,65,NA
small_airport,30,NA
small_airport,55,NA
small_airport,148,NA
small_airport,36,NA
heliport,20,NA
small_airport,100,NA
seaplane_base,94,NA
seaplane_base,56,NA
seaplane_base,7,NA
small_airport,170,NA
small_airport,65,NA
small_airport,200,NA
heliport,65,NA
small_airport,45,NA
heliport,162,NA
small_airport,25,NA
small_airport,220,NA
