type,elevation_ft,iata_code
heliport,650,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,190,NA
small_airport,174,NA
small_airport,56,NA
heliport,558,NA
small_airport,30,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,NA,NA
heliport,95,NA
heliport,95,NA
closed,16,NA
small_airport,400,NA
closed,59,NA
closed,23,NA
closed,148,NA
closed,90,NA
closed,56,NA
heliport,20,NA
heliport,NA,NA
heliport,36,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,23,NA
heliport,NA,NA
heliport,62,NA
heliport,NA,NA
heliport,NA,NA
heliport,154,NA
heliport,3,NA
heliport,308,NA
heliport,1010,NA
heliport,512,NA
heliport,210,NA
heliport,NA,NA
heliport,161,NA
heliport,220,NA
heliport,5102,NA
heliport,30,NA
heliport,2018,NA
heliport,1276,NA
heliport,440,NA
heliport,440,NA
heliport,476,NA
heliport,531,NA
heliport,387,NA
heliport,NA,NA
heliport,358,NA
heliport,276,NA
heliport,23,NA
heliport,NA,NA
heliport,NA,NA
heliport,3054,NA
heliport,1939,NA
heliport,NA,NA
heliport,NA,NA
heliport,105,NA
closed,10,NA
closed,384,NA
closed,66,NA
closed,26,NA
closed,38,NA
closed,2051,NA
closed,42,NA
closed,170,NA
small_airport,100,NA
closed,1270,NA
heliport,7,NA
heliport,23,NA
small_airport,164,NA
closed,NA,NA
closed,NA,NA
small_airport,1243,NA
closed,112,NA
closed,26,NA
small_airport,NA,NA
heliport,NA,NA
closed,620,NA
heliport,774,NA
closed,118,NA
closed,2467,NA
heliport,2461,NA
closed,1260,NA
closed,1227,NA
small_airport,226,NA
closed,69,NA
small_airport,177,NA
small_airport,20,NA
small_airport,1430,NA
closed,36,NA
heliport,36,NA
closed,23,NA
closed,NA,NA
heliport,66,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
heliport,72,NA
heliport,NA,NA
heliport,NA,NA
heliport,26,NA
heliport,NA,NA
closed,3,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
medium_airport,23,BKH
small_airport,14,HDH
small_airport,6,NA
small_airport,837,HHI
medium_airport,78,HNM
medium_airport,13,HIK
medium_airport,256,JHM
medium_airport,30,JRF
medium_airport,47,KOA
medium_airport,153,LIH
small_airport,24,LUP
medium_airport,454,MKK
medium_airport,2671,MUE
medium_airport,24,NGF
large_airport,13,HNL
small_airport,18,NA
medium_airport,1308,LNY
large_airport,54,OGG
small_airport,24,PAK
small_airport,6190,BSF
medium_airport,38,ITO
small_airport,96,UPP
closed,219,NA
small_airport,396,NA
heliport,2776,NA
heliport,4864,NA
heliport,769,NA
small_airport,2408,NA
heliport,3,NA
closed,310,NA
small_airport,540,NA
heliport,3271,NA
heliport,695,NA
closed,149,NA
small_airport,2074,NA
small_airport,283,NA
small_airport,167,NA
small_airport,113,NA
small_airport,45,NA
closed,165,NA
closed,205,NA
small_airport,30,NA
heliport,NA,NA
closed,825,NA
closed,4858,NA
closed,5790,NA
closed,5102,NA
closed,258,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,1540,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,272,NA
small_airport,276,NA
small_airport,233,NA
heliport,6934,NA
small_airport,5669,NA
heliport,4401,NA
closed,592,NA
closed,570,NA
closed,121,NA
heliport,66,NA
heliport,45,NA
heliport,33,NA
heliport,16,NA
heliport,13,NA
heliport,1480,NA
heliport,1145,NA
heliport,873,NA
small_airport,16,NA
heliport,20,NA
heliport,23,NA
heliport,9,NA
heliport,10,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,2088,NA
heliport,1992,NA
small_airport,NA,NA
heliport,3235,NA
heliport,935,NA
heliport,1011,NA
closed,1730,NA
closed,NA,NA
closed,2408,NA
closed,3200,NA
closed,186,NA
closed,4072,NA
closed,3,NA
closed,6100,NA
closed,680,NA
closed,3530,NA
heliport,3921,NA
heliport,3924,NA
heliport,3934,NA
small_airport,5750,BHC
small_airport,1175,CWP
small_airport,760,GRT
small_airport,248,KCF
small_airport,2784,REQ
small_airport,13,ENT
medium_airport,6,MAJ
small_airport,9,NA
medium_airport,9,KWA
small_airport,341,NA
small_airport,20,NA
small_airport,NA,NA
small_airport,466,NA
closed,499,NA
closed,505,NA
small_airport,187,NA
small_airport,368,NA
closed,558,NA
closed,509,NA
closed,NA,NA
closed,354,NA
heliport,NA,NA
small_airport,499,NA
small_airport,531,NA
small_airport,525,NA
small_airport,210,NA
small_airport,36,NA
small_airport,249,NA
small_airport,16,NA
small_airport,49,NA
small_airport,305,NA
small_airport,308,NA
small_airport,23,NA
small_airport,449,NA
small_airport,164,NA
small_airport,495,NA
small_airport,276,NA
small_airport,295,NA
small_airport,817,NA
small_airport,446,NA
small_airport,449,NA
small_airport,436,NA
small_airport,361,NA
closed,623,NA
small_airport,587,NA
small_airport,2014,NA
closed,663,NA
small_airport,459,NA
small_airport,NA,NA
closed,161,NA
closed,522,NA
closed,305,NA
closed,446,NA
closed,344,NA
heliport,636,NA
closed,335,NA
closed,509,NA
small_airport,295,NA
closed,322,NA
closed,413,NA
closed,492,NA
closed,420,NA
closed,404,NA
small_airport,394,NA
closed,249,NA
small_airport,470,NA
small_airport,387,NA
closed,89,NA
small_airport,545,NA
small_airport,476,NA
small_airport,299,NA
closed,272,NA
small_airport,1335,NA
closed,361,NA
closed,482,NA
closed,735,NA
closed,NA,NA
small_airport,NA,NA
small_airport,876,NA
closed,NA,NA
small_airport,1291,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,260,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,3,NA
small_airport,615,NA
heliport,919,NA
small_airport,1000,NA
closed,NA,NA
small_airport,NA,NA
small_airport,295,NA
small_airport,515,NA
small_airport,604,NA
small_airport,NA,NA
small_airport,350,NA
small_airport,NA,NA
small_airport,456,NA
small_airport,NA,NA
small_airport,323,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,443,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,358,NA
small_airport,1713,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,413,NA
small_airport,645,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,1621,NA
small_airport,1650,NA
closed,NA,NA
small_airport,NA,NA
small_airport,197,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,796,NA
small_airport,NA,NA
small_airport,322,NA
small_airport,NA,NA
heliport,445,NA
small_airport,724,NA
small_airport,420,NA
small_airport,377,NA
small_airport,491,NA
small_airport,390,NA
small_airport,450,NA
small_airport,430,NA
small_airport,580,NA
small_airport,480,NA
small_airport,360,NA
small_airport,515,NA
small_airport,591,NA
heliport,NA,NA
small_airport,200,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,523,NA
small_airport,NA,NA
small_airport,801,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,583,NA
small_airport,NA,NA
small_airport,289,NA
small_airport,304,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,420,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,1240,NA
closed,600,NA
small_airport,NA,NA
small_airport,760,NA
heliport,NA,NA
small_airport,536,NA
small_airport,336,NA
small_airport,407,NA
small_airport,NA,NA
small_airport,200,NA
small_airport,607,NA
small_airport,NA,NA
small_airport,600,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,870,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,220,NA
small_airport,308,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,197,NA
small_airport,NA,NA
small_airport,243,NA
small_airport,NA,NA
small_airport,334,NA
small_airport,NA,NA
small_airport,1302,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,187,NA
small_airport,NA,NA
closed,NA,NA
small_airport,102,NA
small_airport,358,NA
small_airport,617,NA
small_airport,525,NA
small_airport,469,NA
small_airport,NA,NA
small_airport,310,NA
small_airport,NA,NA
small_airport,243,NA
small_airport,785,NA
small_airport,NA,NA
closed,249,NA
small_airport,NA,NA
small_airport,515,NA
heliport,101,NA
small_airport,NA,NA
small_airport,278,NA
small_airport,NA,NA
small_airport,328,NA
heliport,699,NA
closed,922,NA
heliport,NA,NA
heliport,974,NA
heliport,1115,NA
small_airport,469,NA
small_airport,NA,NA
small_airport,727,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,289,NA
closed,223,NA
small_airport,1083,NA
small_airport,243,NA
small_airport,655,NA
closed,NA,NA
small_airport,1053,NA
small_airport,274,NA
small_airport,433,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,1014,NA
small_airport,420,NA
small_airport,13,NA
small_airport,1440,NA
heliport,NA,NA
closed,94,NA
heliport,994,NA
small_airport,60,NA
small_airport,453,NA
small_airport,614,NA
small_airport,276,NA
small_airport,361,NA
small_airport,105,NA
small_airport,299,NA
small_airport,351,NA
small_airport,NA,NA
closed,217,NA
closed,407,NA
closed,971,NA
closed,485,NA
closed,377,NA
closed,459,NA
closed,361,NA
closed,423,NA
closed,732,NA
small_airport,259,NA
small_airport,230,NA
small_airport,469,NA
small_airport,180,NA
small_airport,213,NA
small_airport,210,NA
medium_airport,5,CXI
small_airport,NA,TNV
small_airport,5,NA
small_airport,30,TNQ
medium_airport,13,MDY
small_airport,300,NA
small_airport,1180,NA
small_airport,865,NA
heliport,436,NA
heliport,1995,NA
small_airport,1490,NA
heliport,1360,NA
small_airport,1373,NA
heliport,1753,NA
small_airport,1250,NA
small_airport,1160,NA
small_airport,1700,NA
small_airport,1243,NA
small_airport,2300,NA
small_airport,1250,NA
small_airport,805,NA
seaplane_base,840,NA
heliport,268,NA
heliport,1481,NA
heliport,886,NA
seaplane_base,755,NA
small_airport,1080,NA
heliport,1150,NA
heliport,1310,NA
heliport,240,NA
small_airport,1200,NA
small_airport,1378,NA
heliport,1285,NA
heliport,642,NA
small_airport,960,NA
small_airport,1420,NA
small_airport,1150,NA
small_airport,1220,NA
small_airport,805,NA
heliport,1400,NA
heliport,355,NA
heliport,947,NA
small_airport,1250,NA
small_airport,812,NA
small_airport,1500,NA
small_airport,580,NA
heliport,1040,NA
heliport,550,NA
small_airport,1962,NA
small_airport,1393,NA
small_airport,1270,NA
small_airport,1500,NA
small_airport,1200,NA
heliport,433,NA
heliport,950,NA
small_airport,1200,NA
heliport,344,NA
small_airport,1400,NA
seaplane_base,745,NA
small_airport,1220,NA
small_airport,930,NA
small_airport,345,NA
heliport,420,NA
small_airport,860,NA
small_airport,1806,NA
small_airport,630,NA
heliport,1370,NA
heliport,655,NA
heliport,1415,NA
heliport,1160,NA
heliport,1604,NA
heliport,1330,NA
heliport,1117,NA
heliport,446,NA
heliport,375,NA
small_airport,1240,NA
heliport,710,NA
heliport,541,NA
heliport,2042,NA
small_airport,1575,NA
small_airport,2360,NA
heliport,671,NA
small_airport,1040,NA
small_airport,2321,NA
small_airport,1300,NA
small_airport,2036,NA
medium_airport,22,PIZ
small_airport,4490,PPX
heliport,26,PQD
small_airport,1,NA
small_airport,31,NA
small_airport,540,NA
closed,43,NA
heliport,92,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,64,NA
closed,373,NA
closed,60,NA
closed,75,NA
closed,100,NA
closed,19,NA
closed,311,NA
small_airport,33,HUC
heliport,35,NA
heliport,361,NA
seaplane_base,NA,NA
heliport,16,NA
heliport,80,NA
heliport,211,NA
heliport,34,NA
small_airport,3,NA
heliport,60,NA
heliport,269,NA
heliport,168,NA
heliport,1463,NA
heliport,32,NA
heliport,215,NA
heliport,163,NA
heliport,1717,NA
small_airport,2340,NA
heliport,33,NA
heliport,81,NA
heliport,1836,NA
small_airport,14,NA
small_airport,30,NA
heliport,15,NA
small_airport,27,NA
heliport,24,NA
heliport,82,NA
heliport,175,NA
heliport,116,NA
heliport,110,NA
seaplane_base,10,NA
heliport,762,NA
heliport,154,NA
heliport,1350,NA
heliport,605,NA
heliport,50,NA
heliport,588,NA
heliport,129,NA
small_airport,60,XSO
small_airport,NA,NA
closed,NA,NA
heliport,NA,NA
closed,NA,NA
closed,112,NA
closed,320,NA
heliport,24,NA
small_airport,560,NA
small_airport,370,NA
heliport,1190,NA
small_airport,985,NA
small_airport,710,NA
heliport,1000,NA
small_airport,450,NA
heliport,2018,NA
small_airport,600,NA
small_airport,1223,NA
heliport,10,NA
heliport,310,NA
small_airport,1370,NA
heliport,200,NA
heliport,385,NA
small_airport,1500,NA
heliport,430,NA
small_airport,600,NA
small_airport,660,NA
heliport,1670,NA
heliport,1199,NA
heliport,1200,NA
small_airport,1890,NA
heliport,25,NA
heliport,320,NA
heliport,464,NA
heliport,4501,NA
heliport,358,NA
heliport,450,NA
heliport,526,NA
small_airport,240,NA
small_airport,1590,NA
heliport,1700,NA
heliport,1100,NA
small_airport,1280,NA
heliport,1035,NA
heliport,728,NA
small_airport,642,NA
heliport,660,NA
small_airport,2335,NA
small_airport,1600,NA
heliport,500,NA
small_airport,2070,NA
small_airport,530,NA
heliport,80,NA
heliport,500,NA
heliport,1100,NA
heliport,351,NA
heliport,760,NA
heliport,250,NA
small_airport,1100,NA
small_airport,1200,NA
heliport,54,NA
small_airport,1480,NA
small_airport,1360,NA
small_airport,250,NA
small_airport,1640,NA
small_airport,770,NA
heliport,140,NA
heliport,505,NA
small_airport,860,NA
heliport,660,NA
heliport,12,NA
heliport,1124,NA
heliport,450,NA
heliport,780,NA
small_airport,1650,NA
heliport,200,NA
heliport,315,NA
heliport,860,NA
heliport,510,NA
heliport,1302,NA
heliport,510,NA
heliport,810,NA
small_airport,1320,NA
small_airport,1200,NA
heliport,433,NA
heliport,161,NA
heliport,1407,NA
heliport,443,NA
heliport,329,NA
heliport,1500,NA
heliport,110,NA
heliport,149,NA
heliport,3278,NA
heliport,200,NA
heliport,305,NA
heliport,839,NA
heliport,200,NA
heliport,521,NA
heliport,404,NA
heliport,984,NA
closed,422,NA
heliport,485,NA
heliport,104,NA
small_airport,2410,NA
small_airport,130,NA
small_airport,110,NA
small_airport,250,NA
small_airport,180,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,925,NA
small_airport,400,NA
small_airport,617,NA
small_airport,614,NA
small_airport,NA,NA
closed,NA,NA
small_airport,1445,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,459,NA
small_airport,1335,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,131,NA
heliport,122,NA
heliport,95,NA
heliport,1437,NA
heliport,712,NA
heliport,265,NA
small_airport,NA,NA
heliport,1840,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,115,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
heliport,396,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,830,NA
closed,NA,NA
small_airport,NA,NA
small_airport,50,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,131,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,409,NA
small_airport,NA,NA
small_airport,NA,NA
closed,191,NA
small_airport,NA,NA
small_airport,70,NA
small_airport,790,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,335,NA
heliport,140,NA
heliport,1644,NA
closed,0,NA
heliport,1049,NA
closed,1572,NA
closed,NA,NA
closed,2580,NA
closed,140,NA
small_airport,10,NA
medium_airport,11,TKK
medium_airport,10,PNI
medium_airport,176,ROR
medium_airport,11,KSA
medium_airport,91,YAP
small_airport,45,PUA
medium_airport,14,AWK
seaplane_base,NA,PWR
small_airport,328,NA
medium_airport,487,NA
small_airport,416,NA
small_airport,364,NA
small_airport,338,NA
small_airport,257,NA
small_airport,264,NA
small_airport,253,NA
small_airport,254,NA
small_airport,268,NA
small_airport,276,NA
small_airport,243,NA
small_airport,241,NA
small_airport,269,NA
small_airport,243,NA
small_airport,223,NA
small_airport,217,NA
small_airport,220,NA
small_airport,220,NA
small_airport,209,NA
small_airport,188,NA
small_airport,318,NA
closed,285,NA
small_airport,511,NA
small_airport,250,NA
heliport,416,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,70,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
medium_airport,908,NA
heliport,229,NA
heliport,206,NA
heliport,206,NA
heliport,206,NA
heliport,426,NA
heliport,210,NA
heliport,328,NA
heliport,328,NA
heliport,328,NA
heliport,298,NA
heliport,298,NA
heliport,360,NA
heliport,239,NA
heliport,444,NA
heliport,390,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,400,NA
heliport,600,NA
heliport,300,NA
heliport,300,NA
closed,NA,NA
closed,300,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,600,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,506,NA
closed,210,NA
small_airport,260,PBT
small_airport,286,PCJ
seaplane_base,0,PYL
small_airport,5,KIO
small_airport,NA,NA
heliport,16,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
heliport,148,NA
heliport,20,NA
small_airport,112,NA
heliport,40,NA
closed,3,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,QFX
small_airport,328,QJP
small_airport,4312,NA
small_airport,41,NA
small_airport,38,RAA
small_airport,20,RAW
small_airport,3547,NA
medium_airport,34,NA
medium_airport,93,KNH
small_airport,63,CMJ
medium_airport,78,NA
medium_airport,790,NA
medium_airport,232,LZN
medium_airport,143,TTT
small_airport,28,GNI
large_airport,31,KHH
medium_airport,85,CYI
medium_airport,46,HCN
heliport,NA,NA
small_airport,10,DSX
medium_airport,44,KYD
medium_airport,663,RMQ
medium_airport,41,MFK
medium_airport,63,TNN
heliport,NA,NA
medium_airport,26,HSZ
medium_airport,103,MZG
medium_airport,121,NA
heliport,NA,NA
small_airport,NA,NA
medium_airport,97,PIF
medium_airport,18,TSA
large_airport,106,TPE
small_airport,115,WOT
heliport,1506,NA
small_airport,NA,NA
medium_airport,52,HUN
small_airport,174,RDV
small_airport,190,NA
small_airport,290,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
heliport,NA,NA
small_airport,45,NA
small_airport,3250,NA
heliport,415,NA
small_airport,4659,RHT
heliport,104,NA
heliport,314,NA
seaplane_base,205,NA
small_airport,113,NA
heliport,38,NA
small_airport,385,NA
heliport,140,NA
heliport,406,NA
balloonport,255,NA
heliport,8,NA
heliport,120,NA
heliport,34,NA
heliport,22,NA
heliport,202,NA
seaplane_base,328,NA
heliport,30,NA
heliport,97,NA
heliport,8,NA
heliport,374,NA
small_airport,63,NA
large_airport,141,NRT
medium_airport,2182,MMJ
medium_airport,105,IBR
small_airport,92,NA
small_airport,22,MUS
small_airport,92,NA
heliport,2271,NA
medium_airport,384,IWO
small_airport,452,NA
large_airport,26,KIX
medium_airport,298,SHM
medium_airport,22,UKB
heliport,15,HIW
small_airport,3,NA
heliport,16,NA
medium_airport,584,TJH
small_airport,377,NA
medium_airport,505,OBO
large_airport,82,CTS
medium_airport,151,HKD
medium_airport,87,NA
medium_airport,327,KUH
medium_airport,135,MMB
medium_airport,234,SHB
medium_airport,25,OKD
small_airport,92,RBJ
medium_airport,NA,NA
medium_airport,281,NA
medium_airport,30,WKJ
small_airport,65,NA
small_airport,340,AXJ
medium_airport,41,IKI
medium_airport,23,UBJ
small_airport,263,NA
small_airport,49,NA
small_airport,30,NA
medium_airport,213,TSJ
small_airport,NA,OMJ
medium_airport,80,MBE
medium_airport,721,AKJ
medium_airport,161,OIR
medium_airport,112,RIS
medium_airport,98,NA
medium_airport,124,KUM
medium_airport,273,FUJ
large_airport,32,FUK
medium_airport,768,TNE
large_airport,906,KOJ
medium_airport,20,KMI
small_airport,259,NA
medium_airport,19,OIT
medium_airport,21,KKJ
medium_airport,6,HSG
medium_airport,642,KMJ
medium_airport,15,NGS
medium_airport,214,NA
medium_airport,55,NA
large_airport,15,NGO
medium_airport,27,ASJ
medium_airport,101,OKE
medium_airport,21,KKX
medium_airport,17,TKN
medium_airport,52,NKM
medium_airport,19,FKJ
medium_airport,128,QGU
medium_airport,150,NA
medium_airport,36,KMQ
medium_airport,311,OKI
medium_airport,433,FSZ
medium_airport,95,TOY
medium_airport,718,NTQ
medium_airport,23,NA
medium_airport,1088,HIJ
medium_airport,806,OKJ
medium_airport,15,IZO
small_airport,20,NA
medium_airport,7,NA
medium_airport,20,YGJ
medium_airport,7,IWK
medium_airport,42,KCZ
medium_airport,25,MYJ
large_airport,50,ITM
heliport,13,NA
medium_airport,65,TTJ
medium_airport,26,TKS
medium_airport,607,TAK
medium_airport,184,IWJ
medium_airport,39,NA
small_airport,13,NA
medium_airport,664,AOJ
medium_airport,353,GAJ
medium_airport,88,SDS
medium_airport,1221,FKS
medium_airport,152,HHE
medium_airport,297,HNA
medium_airport,313,AXT
medium_airport,119,MSJ
medium_airport,29,KIJ
small_airport,24,NA
medium_airport,292,ONJ
large_airport,15,SDJ
medium_airport,7,NA
small_airport,20,NA
medium_airport,86,SYO
small_airport,9,NA
medium_airport,205,NJA
small_airport,312,NA
medium_airport,10,NA
medium_airport,141,NA
medium_airport,303,HAC
heliport,14,NA
medium_airport,295,NA
medium_airport,10,NA
medium_airport,98,NA
medium_airport,130,OIM
medium_airport,67,MYE
heliport,360,NA
heliport,1300,NA
large_airport,35,HND
medium_airport,334,NA
heliport,NA,NA
large_airport,463,OKO
heliport,614,NA
heliport,1317,NA
heliport,2132,NA
heliport,185,NA
heliport,294,NA
heliport,1375,NA
heliport,1158,NA
heliport,562,NA
small_airport,655,NA
small_airport,464,NA
small_airport,510,NA
small_airport,855,NA
small_airport,656,NA
small_airport,340,NA
small_airport,600,NA
heliport,190,NA
heliport,140,NA
heliport,1813,NA
heliport,106,NA
heliport,137,NA
heliport,280,NA
heliport,96,NA
heliport,66,NA
heliport,329,NA
heliport,182,NA
heliport,720,NA
heliport,96,NA
heliport,261,NA
heliport,132,NA
heliport,505,NA
heliport,256,NA
heliport,280,NA
heliport,145,NA
small_airport,23,NA
small_airport,460,NA
small_airport,45,NA
small_airport,381,NA
small_airport,317,NA
heliport,307,NA
heliport,730,NA
heliport,92,NA
heliport,238,NA
heliport,254,NA
heliport,257,NA
heliport,532,NA
heliport,61,NA
heliport,169,NA
heliport,309,NA
heliport,520,NA
heliport,845,NA
heliport,578,NA
heliport,540,NA
heliport,420,NA
heliport,248,NA
heliport,459,NA
heliport,1936,NA
small_airport,270,NA
small_airport,951,NA
small_airport,948,NA
small_airport,1778,NA
small_airport,262,NA
small_airport,234,NA
heliport,180,NA
heliport,1150,NA
heliport,2100,NA
heliport,358,NA
heliport,282,NA
heliport,500,NA
heliport,500,NA
heliport,650,NA
heliport,2234,NA
heliport,138,NA
heliport,514,NA
heliport,144,NA
heliport,545,NA
heliport,457,NA
heliport,649,NA
heliport,229,NA
heliport,880,NA
heliport,8,NA
heliport,504,NA
small_airport,630,NA
small_airport,750,NA
small_airport,590,NA
small_airport,688,NA
small_airport,950,NA
heliport,312,NA
small_airport,450,NA
small_airport,91,NA
heliport,548,NA
heliport,321,NA
heliport,111,NA
heliport,380,NA
heliport,144,NA
heliport,468,NA
heliport,590,NA
heliport,468,NA
heliport,1713,NA
heliport,38,NA
heliport,3174,NA
heliport,156,NA
heliport,273,NA
heliport,209,NA
heliport,367,NA
heliport,424,NA
heliport,1802,NA
heliport,1576,NA
small_airport,197,NA
small_airport,92,NA
small_airport,243,NA
heliport,249,NA
heliport,107,NA
heliport,180,NA
heliport,245,NA
heliport,2671,NA
heliport,2333,NA
heliport,1220,NA
heliport,170,NA
heliport,200,NA
heliport,325,NA
heliport,1670,NA
heliport,420,NA
heliport,2352,NA
heliport,3000,NA
heliport,1880,NA
heliport,2851,NA
heliport,1060,NA
heliport,131,NA
small_airport,67,NA
heliport,229,NA
heliport,285,NA
heliport,370,NA
heliport,151,NA
heliport,44,NA
heliport,245,NA
heliport,214,NA
heliport,91,NA
small_airport,173,NA
heliport,3680,NA
heliport,1322,NA
heliport,129,NA
heliport,1552,NA
heliport,199,NA
small_airport,925,NA
heliport,409,NA
heliport,265,NA
heliport,176,NA
heliport,574,NA
small_airport,98,NA
heliport,443,NA
heliport,52,NA
heliport,117,NA
heliport,397,NA
heliport,373,NA
heliport,449,NA
heliport,604,NA
heliport,603,NA
heliport,321,NA
heliport,1183,NA
heliport,407,NA
heliport,17,NA
heliport,1638,NA
heliport,611,NA
heliport,150,NA
heliport,599,NA
heliport,392,NA
heliport,172,NA
heliport,511,NA
heliport,1804,NA
heliport,197,NA
heliport,400,NA
small_airport,721,NA
heliport,785,NA
heliport,340,NA
heliport,502,NA
